Date,Note from the news,Weight
22/11/2020,"FICO, APPELLO AL DIALOGO Collaborare in Parlamento è la strada maestra. Richiamo del presidente della Camera Fico a tutte le forze politiche perché mostrino responsabilità nel fronteggiare la lotta alla pandemia.",0
24/11/2020,"STAGIONE INVERNALE, CAUTELA DEGLI ESPERTI Diminuisce il numero degli ingressi in terapia intensiva, ma resta elevato il numero delle vittime. Cautela degli esperti sulla riapertura degli impianti sciistici. Bolzano confermata zona rossa.",10
25/11/2020,"COVID, ASSE IN EUROPA Un accordo a livello europeo per uniformare le misure restrittive pronte a scattare con le vacanze natalizie. Il premier Conte discute con la presidente della Commissione Ue Ursula Von der Leyen di",10
27/11/2020,"RESTA ALTO IL NUMERO DEI DECESSI Coronavirus, resta drammaticamente alto il numero dei decessi: oltre ottocento le vittime nelle ultime 24 ore. Quasi trentamila i nuovi contagi. Calano i ricoveri nelle terapie intensive.",-10
29/11/2020,"IL VACCINO ANTI COVID L’Unione europea prenota milioni di vaccini da sei diverse case farmaceutiche destinati ad essere distribuiti con priorità a personale sanitario, anziani e soggetti fragili.",10
29/11/2020,"VERSO IL NUOVO DECRETO RISTORI Il Consiglio dei ministri approva il decreto che introduce ulteriori misure legate all’emergenza Covid 19. Tra gli interventi, il testo prevede lo slittamento di alcune scadenze fiscali per imprese e",0
01/12/2020,"LA LENTA DISCESA DEI CONTAGI Coronavirus, torna a crescere il numero dei decessi ma diminuisce il numero dei ricoveri in terapia intensiva. Quasi 800 le vittime: il rapporto positivi tamponi al 12,5%.",0
02/12/2020,"NUOVI AIUTI ALLE RSA La Lombardia resta ancora la regione più colpita dai contagi, duro il sindaco di Sondrio: fermare il turismo invernale è come morire. Nuovi aiuti alle Rsa dal Consiglio regionale per 250 milioni.",0
02/12/2020,"VACCINI, PIANO IMPONENTE Il ministro Speranza illustra in Parlamento il piano di distribuzione vaccinale contro il Covid: si partirà a fine gennaio. La Gran Bretagna sarà il primo paese europeo a partire con il piano vaccinale.",0
03/12/2020,IL NUOVO DPCM Il Consiglio dei ministri ha approvato nella notte il nuovo Dpcm: confermata la linea dura del Governo per evitare la terza ondata. Vietati gli spostamenti tra le Regioni dal 21 dicembre al 6,-10
03/12/2020,"MONITO DI ZINGARETTI Quasi mille morti in 24 ore, occorrono regole rigorose. Nella maggioranza lo ripete il leader del Pd Zingaretti il cui monito invita a riflettere gli alleati, mentre anche Di Maio incoraggia a non ripetere",-10
03/12/2020,LE REAZIONI DEL CENTRODESTRA Il centrodestra attacca e rinnova le critiche non solo sulle misure restrittive ma anche su Mes e sullo smantellamento dei decreti sicurezza. Giorgia Meloni ribadisce il no granitico alla riforma del fondo,-10
04/12/2020,IL RAPPORTO CENSIS Un Paese impoverito e impaurito per il Covid. È la fotografia tracciata dal rapporto Censis ma otto italiani su dieci approvano le linee adottate dal Governo per evitare una nuova ondata di,-10
04/12/2020,IL MESSAGGIO DI MATTARELLA Risposte concrete per uscire dall’emergenza con uno sforzo collettivo di tutto il Paese. È il messaggio rivolto dal presidente Mattarella in occasione dell’evento “Rinascita Italia”.,-10
05/12/2020,"GIORNATA INTERNAZIONALE DEL VOLONTARIATO 35° GIORNATA INTERNAZIONALE DEL VOLONTARIATO istituita dall’ONU. Un contributo fondamentale, quello dei volontari, sempre in prima linea nel periodo di pandemia, evidenziato",0
06/12/2020,"60MILA DECESSI DALL'INIZIO DELL'ANNO Con i 564 morti nelle ultime 24 ore, l’Italia supera i 60mila decessi nella pandemia dall’inizio dell’anno. In calo le terapie intensive ma in aumento i decessi.",-10
06/12/2020,MENO RESTRIZIONI Le regioni italiane migliorano in base al monitoraggio settimanale della cabina di regia dell’ISS. Il ministro Speranza firma l'ordinanza con i passaggi verso zone con meno restrizioni.,10
07/12/2020,"ABRUZZO, LA SFIDA DI MARSILIO L’Abruzzo sfida il Governo con l’ordinanza del presidente Marsilio che riporta anzitempo la regione da zona rossa ad arancione. Diffida dei ministri Speranza e Boccia.",0
09/12/2020,"GB, AL VIA I VACCINI Vaccini anti Covid, la Gran Bretagna avvia la campagna di somministrazione alla popolazione. Italia ed Europa attendono il via libera dell'Agenzia europea del farmaco.",10
10/12/2020,SPERANZA CONFERMA RIGORE E CAUTELA Numeri dei decessi ancora drammatici. Il ministro della Salute Speranza ribadisce la linea di rigore in vista delle festività e conferma il no a possibili deroghe agli spostamenti imposti dal Dpcm per i,-10
11/12/2020,"MONITO DI MATTARELLA Nella lotta contro il Coronavirus -sono ancora necessari sacrifici, serietà e unità. Monito del presidente della Repubblica Mattarella in occasione della cerimonia di conferimento del Premio",-10
13/12/2020,"VERSO IL V DAY In attesa del via libera dell’Agenzia europea del farmaco, Governo e regioni preparano il piano per la campagna vaccinale. Massima priorità per operatori sanitari e ospiti di residenze per anziani.",10
13/12/2020,"CODE E FOLLA NELLE CITTA’ Coronavirus, da nord a sud lunghe code per lo shopping e folla nelle città, nonostante i numerosi controlli e appelli ad evitare gli assembramenti. Da oggi Lombardia, Piemonte, Basilicata e",-10
15/12/2020,MONITO DEL CTS Assembramenti preoccupanti: occorre inasprire le misure e aumentare i controlli. Questo il parere del Comitato scientifico al Governo per evitare la terza ondata. Restano però divisioni sulle,-10
15/12/2020,"ACCELERAZIONE SUI VACCINI Mentre prosegue il pressing dei Governi, l’Unione europea accelera sul vaccino anti Covid. L’Italia potrebbe abbreviare l’attesa della campagna di immunizzazione già entro la fine del 2020.",10
15/12/2020,"PROSEGUE LA VERIFICA DI GOVERNO A Palazzo Chigi proseguono gli incontri con le forze di maggioranza; il lavoro del Governo percorre un doppio binario: da una parte il contrasto al Covid, dall’altra il Recovery plan e il confronto",0
16/12/2020,GLI ATTACCHI DELLE OPPOSIZIONI Servono regole chiare e rimborsi sul modello tedesco. È la linea ribadita dal leader della Lega Salvini che avverte: no ad un’Italia in zona rossa. Per Meloni le chiusure subordinate alla capacità,0
17/12/2020,"VERSO IL V DAY Vaccino anti Covid, in Italia e in Europa si partirà il 27 dicembre. Il commissario all’emergenza Arcuri rilancia il monito per gli ultimi sforzi al fine di evitare la terza ondata.",-10
18/12/2020,"COVID, APPELLO DI MATTARELLA In occasione del tradizionale scambio di auguri con il corpo diplomatico al Quirinale, il capo dello Stato Mattarella ricorda come ""Nessun Paese può farcela da solo"" e come la distribuzione del",0
19/12/2020,"ANCORA ALTO IL NUMERO DEI DECESSI In Italia torna a salire il rapporto tra tamponi e positivi, 18mila i nuovi casi in 24 ore, quasi 700 le vittime. Il maggior numero di contagi si registra ancora in Veneto.",-10
19/12/2020,"IL NUOVO DECRETO Tutta Italia sarà zona rossa nei giorni festivi e pre festivi dal 24 dicembre al 6 gennaio, arancione negli altri giorni. Le misure contenute in un decreto legge che entra in vigore da oggi, previsti ristori",-10
20/12/2020,"VARIANTE INGLESE ISOLATA A ROMA Il ministero della Salute annuncia che la variante inglese del Covid-19 è stata isolata anche in Italia, a Roma. Sequenziato il genoma del virus SARS-CoV-2 proveniente da un soggetto risultato positivo",-10
21/12/2020,"VIA LIBERA AL VACCINO L'Ema, Agenzia europea per il farmaco, ha dato il via libera al vaccino prodotto da Pfitzer- Biontech. La campagna di vaccinazione partirà il 27 dicembre, il ministro Speranza: si apre una",0
24/12/2020,"SCATTA LA ZONA ROSSA In base al Dpcm di Natale, l'Italia intera sarà zona rossa. Lockdown previsto nei giorni prefestivi e festivi tra il 24 dicembre e il 6 gennaio. Chiusi ristoranti, bar e pasticcerie, operativi solo per asporto.",-10
25/12/2020,IL PIANO DI VACCINAZIONE Governo e forze politiche ringraziano tutto il personale medico e infermieristico impegnato contro il Covid durante le feste. Le opposizioni chiedono intanto conto al Governo sul piano di,-10
25/12/2020,"L’APPELLO DEL PAPA Nel rispetto delle misure anti Covid, per la prima volta piazza San Pietro resta vuota. Nel messaggio del Papa un appello accorato affinché l’accesso al vaccino sia garantito a tutti, specialmente i",-10
26/12/2020,VERSO IL V DAY Consegne del vaccino in tutti gli Stati dell’Unione. È una dottoressa ungherese la prima cittadina dell’Unione a ricevere il vaccino Pfizer Biontech che dal 27 dicembre verrà somministrato nei 27,-10
27/12/2020,"VACCINE DAY 9.750 dosi del vaccino Pfizer-Biontech arrivano dal Belgio all'ospedale Spallanzani di Roma. In Italia, come in tutta Europa, si tiene Vaccine day, l'avvio ""simbolico"" della campagna di vaccinazione",10
27/12/2020,POLEMICHE SUL VACCINO AL GOVERNATORE DE LUCA Si chiude tra le polemiche in Campania il primo giorno di somministrazione del vaccino. Il governatore Vincenzo De Luca si propone come testimonial sottoponendosi alla vaccinazione,0
28/12/2020,"MEDICI NO VAX, È POLEMICA Si accende la polemica sul personale sanitario che rifiuta il vaccino anti-Covid. L'Ordine dei medici di Roma avvia un procedimento disciplinare nei confronti di 13 medici no vax che avevano",0
29/12/2020,"UE ACQUISTERA’ ALTRI 100 MILIONI DI DOSI La presidente della Commissione europea Ursula von der Leyen annuncia l’acquisto di ulteriori 100 milioni di dosi del vaccino anti-Covid sviluppato da Pfizer e BioNTech, al momento l'unico",0
30/12/2020,CONFERENZA STAMPA DI FINE ANNO Nel consueto appuntamento di fine anno con la stampa il presidente del Consiglio Conte traccia il bilancio di un anno flagellato dalla pandemia. Sul Recovery plan il premier auspica una sintesi,0
30/12/2020,"VACCINO, ARRIVATE 470MILA DOSI Arrivate in Italia 470mila dosi del vaccino Pfizer-Biontech. Approntato il piano di distribuzione: dai nove scali predisposti, pronti a partire i mezzi con i contenitori delle fiale che saranno consegnate",0
31/12/2020,"IL MESSAGGIO DI FINE ANNO In un messaggio di fine anno carico di speranza e incoraggiamento, il presidente della Repubblica Mattarella pone l'accento sulla pandemia da Covid che duramente ha colpito l'Italia. ""Il 2021 deve",0
01/01/2021,"ALLARME BIONTECH. Coronavirus, allarme di Pfizer-Biontech: da soli non riusciamo a soddisfare le richieste di approvvigionamentodei vaccini. In India e Gran Bretagna approvato il vaccino di AstraZeneca.",0
02/01/2021,VERSO PROROGA DELLE MISURE RESTRITTIVE. L’Italia sarà zona rossa fino al 6 gennaio ma già si pensa alle nuove misure dopol'Epifania: possibile proroga delle misure restrittive. Unica data il 18 gennaio data di riapertura delle stazioni sciistiche.,-10
03/01/2021,VERTICE DI MAGGIORANZA. Vertice di maggioranza per varare un provvedimento ponte con misure su riaperture e limiti allospostamento tra regioni. Il premier Conte conferma il ritorno in classe degli studenti il 7 gennaio.,0
03/01/2021,"VACCINI, PRESSING GOVERNO SULLE REGIONI. Mentre l’indice di contagio è in calo, il Governo richiama le Regioni per acceleraresul piano vaccini, preoccupa la regione Lombardia fanalino di coda.",10
04/01/2021,"SCONTRO SULLA SCUOLA. Il Consiglio dei ministri al lavoro sulle misure restrittive, è ancora scontro sulla scuola tra Governo eRegioni. Per il Governo dal 7 gennaio le lezioni saranno in presenza per il 50% degli studenti delle superiori.",-10
04/01/2021,"VACCINI, RITARDI NELLA SOMMINISTRAZIONE. In attesa del via libera da parte dell’Agenzia del farmaco al vaccino di Moderna, inItalia somministrate circa 120mila dosi. Il ritardo della Lombardia crea polemiche intorno all’assessore regionale Gallera",0
04/01/2021,VERSO LE NUOVE MISURE. Governo al lavoro per aggiornare le misure restrittive anti-Covid previste al termine delle festivitànatalizie. Le nuove misure saranno valide fino al 15 gennaio.,-10
05/01/2021,"LE NUOVE MISURE ANTI COVID. Confermate le misure restrittive nel decreto ponte, saranno in vigore dal 7 al 15 gennaio. Restaacceso il dibattito sulle riaperture delle scuole; le superiori di nuovo in classe il 18 gennaio.",-10
06/01/2021,"EMA, VIA LIBERA AL VACCINO MODERNA. Dopo Pfizer-Biontech, l’EMA autorizza la distribuzione del vaccino di Modernanell'Unione Europea. Il vaccino Moderna è sicuro ed efficace"", commenta la Commissione europea.",10
08/01/2021,"VACCINO PFIZER, UE ACQUISTA ALTRE 300 MILIONI DI DOSI. Stati Uniti ed Europa sono le zone del mondo più colpite dallapandemia da Covid. Mentre la corsa dei contagi non si arresta, l’Ue acquista oltre 300 milioni di dosi del vaccino Pfizer.",10
10/01/2021," NUOVE MISURE ALLO STUDIO. In attesa del confronto con le regioni, vertice di Governo a Palazzo Chigi con i capi delegazioneconvocato dal premier Conte per fare il punto sul nuovo Dpcm con le misure anti-contagio.",0
11/01/2021,GOVERNO AVVIA CONFRONTO CON ENTI LOCALI. Confronto tra governo e Regioni sulle nuove misure restrittive per scongiurare laterza ondata. Il nuovo Dpcm sarà valido dal 16 gennaio con proroga dello stato di emergenza.,
11/01/2021,"SCUOLA, RIENTRO IN PRESENZA IN TRE REGIONI. Scuola, tra mascherine e protocolli anti contagio gli studenti delle superiori tornanoin classe in Toscana, Abruzzo e Val d’Aosta. Continuano le proteste contro la didattica a distanza",10
12/01/2021,"IL VACCINO MODERNA. Dopo il vaccino Pfizer, arriva in Italia anche quello dell’americana Moderna le cui dosi saranno distribuitein tutte le regioni.",10
12/01/2021,"VERTICE CON LE REGIONI. In attesa dell’informativa del ministro della Salute Speranza alla Camera, nuovo vertice tra Governo eregioni per discutere delle nuove misure di contenimento del Covid.",0
13/01/2021,"NUOVO DPCM, SPERANZA IN PARLAMENTO. L’epidemia è di nuovo in una fase espansiva. Il ministro della Salute Speranza illustra aCamera e Senato i contenuti del nuovo Dpcm.",-10
14/01/2021,"ALLE ORIGINI DELLA PANDEMIA, SCIENZIATI OMS A WUHAN. Una delegazione di esperti e scienziati dell'Oms a Wuhan in Cina perindagare sulle origini della pandemia. Come richiesto dalle autorità cinesi, dovranno prima osservare un periodo di quarantena.",0
16/01/2021,"PFIZER RASSICURA. Dopo l’allarme sui tagli delle consegne, Pfizer annuncia un piano per limitare i ritardi e che le forniture deivaccini torneranno alla normalità entro una decina di giorni.",10
17/01/2021,"SCUOLE SUPERIORI, VIA LIBERA ALLE LEZIONI IN PRESENZA. Via libera del Comitato tecnico scientifico alla riapertura delle scuolesuperiori in presenza. Dal18 gennaio lezioni nelle Regioni in arancione e giallo. Soddisfatta la ministra Azzolina.",10
17/01/2021,"PFIZER RIDUCE LE DOSI DESTINATE ALL’ITALIA. L’emergenza per la fornitura dei vaccini permane: da Pfizer 165mila dosi di vaccino inmeno all’Italia, quasi il 30% in meno rispetto ai piani preventivati",0
